Date,Open,High,Low,Close
10-08-2023,3174.9822,3645.2024,4028.1753,3301.859006
11-08-2023,3174.535,3646.5837,4029.9524,3304.20501
12-08-2023,3174.094,3647.9363,4031.674,3308.254014
13-08-2023,3173.659,3649.2617,4033.3433,3308.027512
14-08-2023,3173.229,3650.559,4034.9602,3308.027512
15-08-2023,3172.8032,3651.8296,4036.5266,3308.636511
16-08-2023,3172.3813,3653.0732,4038.044,3308.034011
17-08-2023,3171.9624,3654.2908,4039.5132,3305.390508
18-08-2023,3171.5461,3655.4827,4040.9358,3302.066006
19-08-2023,3171.132,3656.6484,4042.3123,3302.066006
20-08-2023,3170.7195,3657.7898,4043.6448,3301.570505
21-08-2023,3170.3083,3658.9067,4044.9336,3304.211509
22-08-2023,3169.8977,3659.9993,4046.18,3305.014509
23-08-2023,3169.4885,3661.0679,4047.3845,3309.560513
24-08-2023,3169.0793,3662.113,4048.5496,3308.294006
25-08-2023,3168.6704,3663.1357,4049.6755,3302.951504
26-08-2023,3168.262,3664.136,4050.7632,3302.870505
27-08-2023,3167.8535,3665.1145,4051.8142,3302.870505
28-08-2023,3167.4448,3666.071,4052.8293,3302.870505
29-08-2023,3167.0366,3667.0063,4053.8093,3302.870505
30-08-2023,3166.6287,3667.9216,4054.7563,3302.870505
31-08-2023,3166.2202,3668.8167,4055.6697,3302.870505
01-09-2023,3165.8127,3669.6914,4056.552,3302.870505
02-09-2023,3165.405,3670.5474,4057.404,3302.870505
03-09-2023,3164.998,3671.3843,4058.226,3302.870505
04-09-2023,3164.5916,3672.203,4059.02,3302.870505
05-09-2023,3164.1855,3673.0024,4059.7861,3302.870505
06-09-2023,3163.7812,3673.7856,4060.5256,3302.870505
07-09-2023,3163.3772,3674.5503,4061.2393,3302.870505
08-09-2023,3162.9746,3675.2986,4061.9285,3302.870505
09-09-2023,3162.5728,3676.0305,4062.594,3302.870505
10-09-2023,3162.173,3676.7463,4063.2358,3302.870505
11-09-2023,3161.7747,3677.4456,4063.8557,3302.870505
12-09-2023,3161.3782,3678.1304,4064.454,3302.870505
13-09-2023,3160.9834,3678.799,4065.0327,3302.870505
14-09-2023,3160.5908,3679.453,4065.5913,3302.870505
15-09-2023,3160.2,3680.0933,4066.1304,3302.870505
16-09-2023,3159.8115,3680.7185,4066.6516,3302.870505
17-09-2023,3159.425,3681.33,4067.155,3302.870505
18-09-2023,3159.0413,3681.9287,4067.6406,3302.870505
19-09-2023,3158.6594,3682.5132,4068.1108,3302.870505
20-09-2023,3158.28,3683.085,4068.5645,3302.870505
21-09-2023,3157.9036,3683.6445,4069.0034,3302.870505
22-09-2023,3157.5288,3684.1914,4069.4277,3302.870505
23-09-2023,3157.1562,3684.7253,4069.837,3302.870505
24-09-2023,3156.787,3685.2483,4070.2327,3302.870505
25-09-2023,3156.4194,3685.7593,4070.6155,3302.870505
26-09-2023,3156.0547,3686.2593,4070.985,3302.870505
27-09-2023,3155.6924,3686.747,4071.343,3302.870505
28-09-2023,3155.332,3687.2246,4071.6882,3302.870505
29-09-2023,3154.9744,3687.692,4072.0217,3302.870505
30-09-2023,3154.619,3688.1482,4072.345,3301.865505
01-10-2023,3154.2651,3688.5942,4072.657,3301.865505
02-10-2023,3153.9143,3689.0303,4072.9578,3304.211509
03-10-2023,3153.565,3689.4565,4073.2495,3304.412009
04-10-2023,3153.218,3689.873,4073.5305,3304.707009
05-10-2023,3152.8728,3690.281,4073.8025,3304.707009
06-10-2023,3152.53,3690.679,4074.0652,3305.712009
07-10-2023,3152.1885,3691.0679,4074.319,3303.071006
08-10-2023,3151.849,3691.4487,4074.5642,3302.870505
09-10-2023,3151.5122,3691.8198,4074.8013,3302.870505
10-10-2023,3151.1765,3692.1833,4075.0293,3301.865505
11-10-2023,3150.8423,3692.5386,4075.2507,3301.865505
12-10-2023,3150.5105,3692.886,4075.4636,3301.570505
13-10-2023,3150.1797,3693.2249,4075.67,3305.216509
14-10-2023,3149.8503,3693.5564,4075.8687,3305.417009
15-10-2023,3149.5232,3693.8801,4076.0605,3303.071006
16-10-2023,3149.1975,3694.1968,4076.246,3302.870505
17-10-2023,3148.8735,3694.5063,4076.425,3302.870505
18-10-2023,3148.5508,3694.8086,4076.5977,3302.870505
19-10-2023,3148.2292,3695.1042,4076.7644,3302.870505
20-10-2023,3147.9094,3695.393,4076.9255,3302.870505
21-10-2023,3147.5913,3695.6753,4077.0808,3302.870505
22-10-2023,3147.275,3695.9507,4077.231,3302.870505
23-10-2023,3146.9592,3696.2205,4077.3757,3302.870505
24-10-2023,3146.6458,3696.4836,4077.5154,3302.870505
25-10-2023,3146.333,3696.7412,4077.65,3302.870505
26-10-2023,3146.0222,3696.9922,4077.7805,3302.870505
27-10-2023,3145.7124,3697.238,4077.9055,3302.870505
28-10-2023,3145.4045,3697.4785,4078.0273,3302.870505
29-10-2023,3145.0974,3697.713,4078.1445,3302.870505
30-10-2023,3144.7925,3697.942,4078.2576,3302.870505
31-10-2023,3144.4883,3698.166,4078.3665,3302.870505
01-11-2023,3144.186,3698.385,4078.4724,3302.870505
02-11-2023,3143.8853,3698.5989,4078.574,3302.870505
03-11-2023,3143.5854,3698.8083,4078.672,3302.870505
04-11-2023,3143.2874,3699.0125,4078.7676,3302.870505
05-11-2023,3142.991,3699.2117,4078.859,3302.870505
06-11-2023,3142.6953,3699.4067,4078.9473,3302.870505
07-11-2023,3142.4014,3699.5974,4079.0327,3302.870505
08-11-2023,3142.109,3699.7832,4079.115,3302.870505
09-11-2023,3141.8179,3699.9653,4079.195,3302.870505
10-11-2023,3141.5278,3700.143,4079.272,3302.870505
11-11-2023,3141.24,3700.3167,4079.3467,3302.870505
12-11-2023,3140.953,3700.486,4079.4185,3302.870505
13-11-2023,3140.6672,3700.6519,4079.4875,3302.870505
14-11-2023,3140.3833,3700.8142,4079.5547,3302.870505
15-11-2023,3140.1006,3700.9727,4079.6194,3302.870505
16-11-2023,3139.8193,3701.1272,4079.6816,3302.870505
17-11-2023,3139.5393,3701.278,4079.7422,3302.870505
18-11-2023,3139.2603,3701.4255,4079.8005,3302.870505
19-11-2023,3138.9834,3701.57,4079.8564,3302.870505
20-11-2023,3138.7073,3701.7112,4079.9106,3302.870505
21-11-2023,3138.4326,3701.8486,4079.9634,3301.865505
22-11-2023,3138.1597,3701.983,4080.0134,3301.865505
23-11-2023,3137.8877,3702.1147,4080.0627,3301.570505
24-11-2023,3137.6165,3702.243,4080.11,3301.570505
25-11-2023,3137.3472,3702.3682,4080.1555,3302.575505
26-11-2023,3137.0793,3702.4915,4080.1992,3302.575505
27-11-2023,3136.8123,3702.611,4080.2417,3302.575505
28-11-2023,3136.547,3702.728,4080.283,3302.575505
29-11-2023,3136.2827,3702.8423,4080.3225,3302.575505
30-11-2023,3136.0193,3702.9543,4080.3608,3302.575505
01-12-2023,3135.758,3703.063,4080.398,3301.570505
02-12-2023,3135.497,3703.1694,4080.4336,3301.570505
03-12-2023,3135.2378,3703.2737,4080.4678,3302.575505
